Year,Month,Region,Region_UNSD,Location,Coordinates,Cause,Route,Source,Quality,Dead,Missing,Total,Females,Males,Children,Survivors
2018,October,Northern Africa,Northern Africa,"Sahara desert near Atbara, Sudan","18.07428, 34.434549",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Mediterranean,Uncategorized,"50m off the coast of Bodrum, Muğla province, Turkey","37.01378076, 27.4414405",Drowning,Eastern Mediterranean,"Turkish Coast Guard, Reuters, Daily Sabah",5,3,0,3,0,0,0,31
2018,October,North America,Northern America,"Ranch near El Cenizo, South of Laredo, Webb County, Texas, USA","27.28593786, -99.40112185",Mixed or unknown,US-Mexico border crossing,Revista Fundamentos,1,1,0,1,0,1,0,0
2018,October,Central America,Central America,"KM282 Highway between Tapachula and Huehuetan, near Huixtla, Chiapas, Mexico (in caravan)","15.1108171, -92.43089998",Vehicle accident / death linked to hazardous transport,Unknown,"La Prensa, TeleSur",3,1,0,1,0,0,0,0
2018,October,Eastern Africa,Eastern Africa,"Indian Ocean, off the coast of Tanzania, near maritime border with Kenya","-4.841440546, 39.45602558",Drowning,Unknown,Reuters,3,7,0,7,5,0,0,0
2018,October,Eastern Africa,Eastern Africa,"Near Caynabo, Somalia","9.020952, 46.451457",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Eastern Africa,Eastern Africa,"Ndola, Zambia, near border with Democratic Republic of the Congo","-12.949113, 28.674062",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,0,0,0
2018,October,Eastern Africa,Eastern Africa,"Namanga, Tanzania-Kenya border","-2.55236, 36.79757",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.41575, -113.128783",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2018,October,Northern Africa,Northern Africa,"Sahara desert, Ash Shamaliyah, Sudan","20.610678, 27.916851",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","25.53107306, 20.46153",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,0,0,0
2018,October,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","24.694491, 15.095736",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,0,0,0,0
2018,October,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","21.190681, 24.840909",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,October,Western Africa,Western Africa,"Near Dirkou, Niger","19.145515, 13.080172",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,0,0,0,0
2018,October,Western Africa,Western Africa,"Near Dirkou, Niger","19.145515, 13.080172",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,7,0,7,1,0,0,0
2018,October,Mediterranean,Uncategorized,"Bodies recovered near Plage de Trougout, Nador, Morocco","35.35750205, -3.798174029",Drowning,Western Mediterranean,"Association Marocaine des Droits Humains - Section Nador, Ariffino, Le Parisien",4,2,0,2,0,2,0,0
2018,October,Europe,Southern Europe,"Evros River, near Orestiada, Greece","41.50770485, 26.59802824",Drowning,Turkey-Europe land route,"Ekathimerini, IOM Greece",3,1,2,3,0,0,0,0
2018,October,Europe,Southern Europe,"Near Lutros, Alexandroupolis, Greece","40.8806112, 26.045885",Vehicle accident / death linked to hazardous transport,Turkey-Europe land route,"Evros 24, IOM Greece",3,1,0,1,0,1,0,0
2018,October,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.488702, -111.542051",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2018,October,Western Asia,Western Asia,"Kızılçat, Yayladağı district, Hatay province, Turkey - when crossing from Latakia, Syria","35.85838435, 36.1169485",Drowning,Syria to Turkey,"AP, Haberturk, CNN Türk",3,6,0,6,0,6,0,0
2018,October,South America,South America,"Hospital in Tunja, Boyacá, Colombia - shortly after crossing border with Venezuela","5.540402403, -73.36125464",Sickness / lack of access to adequate healthcare,Unknown,El Informador,1,1,0,1,0,0,0,0
2018,October,Eastern Africa,Eastern Africa,"Metema, Ethiopia-Sudan border","12.953846, 36.152215",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,0,0,0
2018,October,Western Africa,Western Africa,"Ougadougou, Burkina Faso","12.357222, -1.535278",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Northern Africa,Northern Africa,"Sabha, Libya","27.051285, 14.406808",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,3,0,0,0
2018,October,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","23.337148, 13.904187",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,0,0
2018,October,Northern Africa,Northern Africa,"Sabha, Libya","27.044399, 14.417358",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,October,Northern Africa,Northern Africa,"Kufra, Libya","24.041322, 23.39484","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,0,0,0
2018,October,Mediterranean,Uncategorized,"Off the coast of Plage Charrana, Bni Chiker, Morocco","35.44208795, -3.127679063",Drowning,Western Mediterranean,"Association Marocaine des Droits Humains - Section Nador, RifDia, EFE",3,1,13,14,2,1,0,0
2018,October,Northern Africa,Northern Africa,"Metema, Ethiopia-Sudan border","12.953846, 36.152215",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4mi),2,2,0,2,0,0,0,0
2018,October,Mediterranean,Uncategorized,"Unspecified location in the Alboran Sea, departed from the Port of Bouyafar, Morocco","35.783607, -3.071865",Drowning,Western Mediterranean,"Alarm Phone, Salvamento Maritimo via IOM Spain, Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador",0,0,54,54,0,0,0,0
2018,October,Mediterranean,Uncategorized,"Unspecified location in the Alboran Sea, between Morocco and Spain","35.81896509, -4.128170864",Drowning,Western Mediterranean,"Salvamento Marítimo via El Mundo, IOM Spain",5,1,0,1,54,0,0,0
2018,October,Mediterranean,Uncategorized,"Died in district hospital after being rescued off Turgutreis Cape, Bodrum, Turkey","36.95154021, 27.23974816",Mixed or unknown,Eastern Mediterranean,IOM Turkey,5,1,0,1,0,0,0,12
2018,October,Eastern Africa,Eastern Africa,"Metema, Ethiopia-Sudan border","12.953846, 36.152215",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,2,0,2,0,2,0,0
2018,October,Eastern Africa,Eastern Africa,"Near Hargeisa, Somalia","9.511606, 44.059039",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Northern Africa,Northern Africa,"Unspecified location in the Sahara desert, Libya, en route to Tripoli","21.14317, 23.823002",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Central America,Central America,"Guatemala-Mexico border, Tecún Umán, Guatemala (in caravan)","14.67658428, -92.14732112",Violence,Unknown,"El Heraldo, El País",3,1,0,1,0,1,0,0
2018,October,Eastern Africa,Eastern Africa,"Tunduma, Tanzania-Zambia border","-9.311028, 32.777507",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Eastern Africa,Eastern Africa,"Dedza, Malawi-Mozambique border","-14.395626, 34.325744",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Eastern Africa,Eastern Africa,"Near Jijiga, Ethiopia","9.322813, 42.787821",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,2,0,2,0,2,0,0
2018,October,Western Africa,Western Africa,"Zorgho, Burkina Faso","12.25, -0.616667",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,North America,Northern America,"Near Roma, Starr County, Texas, USA","26.4088523, -99.0156554",Sickness / lack of access to adequate healthcare,US-Mexico border crossing,Breitbart Texas,1,1,0,1,0,1,0,0
2018,October,Mediterranean,Uncategorized,"Amwaj Beach, outside Nador, Morocco (tried to enter Melilla via sewage)","35.15796854, -2.905610944",Drowning,Western Mediterranean,Ariffino,1,1,0,1,0,1,0,0
2018,October,Northern Africa,Northern Africa,"Metema, Ethiopia-Sudan border","12.953846, 36.152215",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4mi),2,2,0,2,0,0,0,0
2018,October,Northern Africa,Northern Africa,"Near Sabha, Libya","26.910418, 14.509939",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,October,Western Africa,Western Africa,"Kumasi, Ghana","6.666667, -1.616667",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,0,0,0
2018,October,Central America,Central America,"Tacotalpa, Tabasco, Mexico","17.5969832, -92.8265503",Vehicle accident / death linked to hazardous transport,Unknown,Tabasco Hoy,1,1,0,1,0,1,0,0
2018,October,Eastern Africa,Eastern Africa,Unspecified location on the Ethiopia-Somalia border,"8.734584, 44.788894",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,3,0,3,0,0,0,0
2018,October,North America,Northern America,"Brooks County, Texas, USA","27.0273057, -98.2212979",Mixed or unknown,US-Mexico border crossing,Breitbart News,1,3,0,3,0,0,0,0
2018,October,Middle Africa,Middle Africa,"Lunda-Norte, Angola, near border with Kasai province, DRC","-8.003956044, 19.16671869",Violence,Unknown,OHCHR,4,6,0,6,0,0,0,0
2018,November,Europe,Southern Europe,"Drina river, near Roćević, Bosnia and Herzegovina - Serbia border","44.5226623, 19.15257251",Drowning,Western Balkans,"UNHCR, IOM Serbia",4,0,1,1,0,1,0,0
2018,November,Western Africa,Western Africa,"Bobo Dioulasso, Burkina Faso","11.183333, -4.283333",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,7,0,7,0,1,0,0
2018,November,Northern Africa,Northern Africa,"Umm Al Aranib, Libya","26.14072, 14.728246",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Northern Africa,Northern Africa,"Kufra, Libya","23.983566, 23.314421",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Northern Africa,Northern Africa,"Qatrun, Libya","25.049491, 14.736982",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,0,0,0
2018,November,Western Africa,Western Africa,"Agadez, Niger","16.985804, 7.992638",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Western Asia,Western Asia,"Syria-Turkey border, near Darkush, Idlib Governorate, Syria","35.99690266, 36.35989943",Violence,Syria to Turkey,Syrian Observatory for Human Rights,4,1,0,1,0,1,0,0
2018,November,Central America,Central America,"San Marcos, Guatemala (in caravan)","14.9609782, -91.8074586","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,Proceso,1,1,0,1,0,1,0,0
2018,November,Central America,Central America,"Río Bravo, near Colonia Los Pinos, Matamoros, Tamaulipas, Mexico","25.88121179, -97.47965987",Drowning,US-Mexico border crossing,"Punto Informativo, Hoy Tamaulipas",3,1,0,1,0,1,0,0
2018,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.8129, -109.72831",Violence,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2018,November,Western Africa,Western Africa,"Fada N'gourma, Burkina Faso","12.05, 0.366667",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,2,0,2,0,0,0,0
2018,November,Western Africa,Western Africa,"Fada N'gourma, Burkina Faso","12.05, 0.366667",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,2,0,2,0,0,0,0
2018,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.68235, -110.9173",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2018,November,Eastern Africa,Eastern Africa,Body recovered on beach on Mayotte,"-12.78464779, 45.10032603",Drowning,Unknown,France Info,3,1,0,1,0,1,0,0
2018,November,North America,Northern America,"Rio Bravo, near El Indio, Maverick County, Texas, USA","28.50710135, -100.3182198",Drowning,US-Mexico border crossing,La Rancherita del Aire,3,1,0,1,0,1,0,0
2018,November,Western Africa,Western Africa,"Agadez, Niger","16.985804, 7.992638",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,November,Western Africa,Western Africa,"Bobo Dioulasso, Burkina Faso","11.183333, -4.283333",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,0,0,0
2018,November,Western Africa,Western Africa,"Fada N'gourma, Burkina Faso","12.05, 0.366667",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,0,0,0
2018,November,Western Africa,Western Africa,"Boudieri, Burkina Faso","12.19, 1.39",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,0,0,0
2018,November,Mediterranean,Uncategorized,"Off the coast of Caños de Meca, Cádiz, Spain","36.14620838, -6.010210827",Drowning,Western Mediterranean,"Salvamento Maritimo, El Dario, El Pais",4,4,19,23,22,3,0,0
2018,November,Mediterranean,Uncategorized,"Off the coast of Melilla, Spain","35.53795851, -2.934664072",Mixed or unknown,Western Mediterranean,"Salvamento Maritimo, El Diario, El País",4,13,18,31,80,13,0,0
2018,November,Europe,Southern Europe,"On Egnatia Motorway in Igoumenitsa, Greece","39.48863, 20.280311",Vehicle accident / death linked to hazardous transport,Unknown,"IOM Greece, MSF Greece",4,1,0,1,0,1,0,0
2018,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.9488, -113.0117",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2018,November,Western Africa,Western Africa,"Zegoua, Mali","10.4875, -5.653611",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,2,0,2,0,1,0,0
2018,November,Central America,Central America,"Río Bravo, near Rancho Las Dos Cruces, Guerrero, Coahuila, Mexico","28.33022071, -100.3013034",Drowning,US-Mexico border crossing,"La Rancherita del Aire, Zócalo",3,1,0,1,0,1,0,0
2018,November,Central America,Central America,"Train tracks near Tepeji del Río, Hidalgo, Mexico","19.9115315, -99.3637925",Vehicle accident / death linked to hazardous transport,Unknown,Criterio Hidalgo,1,1,0,1,0,1,0,0
2018,November,Western Asia,Western Asia,"Road near Saray, Van province, Turkey","38.64500751, 44.20489425",Vehicle accident / death linked to hazardous transport,Iran to Turkey,"Anadolu Agency, إذاعة صوت العراق‎, Sabah",3,5,0,5,16,0,0,0
2018,November,Western Africa,Western Africa,"Sikasso, Mali","11.316667, -5.666667",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,November,Northern Africa,Northern Africa,"Metema, Ethiopia-Sudan border","12.953846, 36.152215",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Western Africa,Western Africa,"Dao, Niger","20.564334, 13.53256","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,4,0,4,1,0,0,0
2018,November,Western Africa,Western Africa,Northern Niger,"22.884185, 13.162734",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,0,0,0
2018,November,Western Africa,Western Africa,"Dao, Niger","20.564334, 13.53256",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Western Africa,Western Africa,"Sikasso, Mali","11.316667, -5.666667",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,3,0,3,0,1,0,0
2018,November,Mediterranean,Uncategorized,"Off the coast of Annaba, Algeria","37.596845, 7.868337",Drowning,Central Mediterranean,El Watan,1,0,5,5,0,4,0,0
2018,November,Western Asia,Western Asia,"Syria-Turkey border, Jarabulus, Aleppo Governorate, Syria","36.82913842, 37.98702028",Violence,Syria to Turkey,Syrian Observatory for Human Rights,4,1,0,1,0,1,0,0
2018,November,Western Africa,Western Africa,"Sikasso, Mali","11.316667, -5.666667",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,November,Northern Africa,Northern Africa,"Sabha, Libya","27.044994, 14.42611",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,0,0,0
2018,November,North America,Northern America,"Ranch east of border patrol checkpoint, Brooks County, Texas, USA","27.03121382, -97.97017135",Mixed or unknown,US-Mexico border crossing,Breitbart,1,1,0,1,0,1,0,0
2018,November,Europe,Southern Europe,"Vrasna interchange between Egnatia Odos (A2) and Thessaloniki-Kavala National Highway, near Thessaloniki, Greece","40.73995457, 23.01685516",Vehicle accident / death linked to hazardous transport,Western Balkans,IOM Greece,4,1,0,1,0,1,0,27
2018,November,Mediterranean,Uncategorized,"Off the coast of Chilches, Málaga, Spain","36.70946348, -4.221767057",Mixed or unknown,Western Mediterranean,"El País, Diario Sur, Cadena Ser",3,2,0,2,13,2,0,0
2018,November,Mediterranean,Uncategorized,"Body found on San Amaro beach, Ceuta, Spain","35.89654345, -5.300197427",Drowning,Western Mediterranean,"ABC, Ceuta Actualidad",3,1,0,1,0,1,0,0
2018,November,Mediterranean,Uncategorized,"Channel of Sicily, off the coast of Lampedusa, Italy","35.20397868, 12.81264656",Drowning,Central Mediterranean,"Nuovo Sud, ANSA",0,0,1,1,40,1,0,0
2018,November,Western Africa,Western Africa,"Bamako, Mali","12.639167, -8.002778",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,November,Western Africa,Western Africa,"Agadez, Niger","16.967643, 7.985137",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,0,0,0
2018,November,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","25.035402, 12.91075",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,November,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","21.222783, 24.02548","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Mediterranean,Uncategorized,"Unspecified location between Dikili, Turkey and Lesvos, Greece","39.07623263, 26.72989724",Drowning,Eastern Mediterranean,"Turkish Coast Guard, IOM Turkey",5,6,4,10,5,5,0,0
2018,November,Southern Asia,Southern Asia,"Road in Sistan and Baluchestan province, Iran, near border with Panjgur district, Pakistan","27.14902079, 63.2915497",Violence,Unknown,"AP, The Express Tribune",3,2,0,2,5,2,0,0
2018,November,Europe,Southern Europe,"Egnatia Odos (A2) motorway, outside Thessaloniki, Greece","40.7068125, 23.1915625",Vehicle accident / death linked to hazardous transport,Western Balkans,IOM Greece,4,1,0,1,0,0,0,9
2018,November,North America,Northern America,"Ranch west of Falfurrias, Brooks County, Texas, USA","27.19401176, -98.27463405",Mixed or unknown,US-Mexico border crossing,Breitbart,1,1,0,1,1,0,0,0
2018,November,North America,Northern America,"Ranch south of Laredo, Webb County, Texas, USA","27.38181879, -99.44828538",Mixed or unknown,US-Mexico border crossing,El Mañana de Nuevo Laredo,1,1,0,1,0,1,0,0
2018,November,Europe,Southern Europe,"Hospital in Belgrade, died from injuries sustained during journey to Serbia","44.765773, 20.467632",Sickness / lack of access to adequate healthcare,Western Balkans,UNHCR,4,1,0,1,0,1,0,0
2018,November,Eastern Africa,Eastern Africa,"Near Gambella, Ethiopia","8.271988, 34.587575",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),2,5,0,5,0,1,0,0
2018,November,Mediterranean,Uncategorized,"Off Isola del Toro, Sardinia, Italy","38.84406233, 8.408826454",Drowning,Central Mediterranean,"Italian Armed Forces, La Stampa, Il Fatto Quotidiano, Alg24",5,4,6,10,3,2,0,0
2018,November,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","23.805119, 15.15904",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,5,0,5,1,0,0,0
2018,November,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","20.267894, 24.420859",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","20.267894, 24.420859",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,November,Central America,Central America,"Río Bravo, near Colonia Control Tres Norte, Matamoros, Tamaulipas, Mexico","25.88865382, -97.52318676",Drowning,US-Mexico border crossing,"Hoy Tamaulipas, El Diario de Victoria",3,1,0,1,0,1,0,0
2018,November,Central America,Central America,"Body found in Las Mojarras, Veracruz, Mexico","19.02521579, -96.31746293",Violence,Unknown,Telediario,1,1,0,1,0,1,0,0
2018,November,Central America,Central America,"Train tracks near El Mirador, Atotonilco de Tula, Hidalgo, Mexico","20.023597, -99.217633",Vehicle accident / death linked to hazardous transport,Unknown,"AM Hidalgo, La Región",3,1,0,1,0,1,0,0
2018,November,South-eastern Asia,Uncategorized,Unspecified location in the Andaman Sea,"10.58709075, 96.79131089",Drowning,Unknown,"UNHCR, Reuters",4,0,1,1,1,0,0,106
2018,November,North America,Northern America,"McAllen Pump Station, south of Military Road on Bentsen Road, Hidalgo County, Texas, USA","26.097296, -98.261871",Mixed or unknown,US-Mexico border crossing,Hidalgo County Sheriff's Office,5,1,0,1,0,1,0,0
2018,November,Central America,Central America,"Body found off the coast of Mangrove Bight, Guanaja, Islas de la Bahía, Honduras","16.525452, -85.875321",Drowning,Unknown,"La Prensa, Ciber Cuba",3,1,0,1,16,0,0,0
2018,November,Western Africa,Western Africa,"Niamey, Niger","13.511667, 2.125278",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4mi),2,1,0,1,0,1,0,0
2018,November,Northern Africa,Northern Africa,"Sabha, Libya","27.049419, 14.445077",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,November,Northern Africa,Northern Africa,"Zuwara, Libya","32.90099, 12.101146",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,0,0,0
2018,November,North America,Northern America,"Private ranch in Kennedy County, Texas, USA","26.95508123, -97.8283847",Mixed or unknown,US-Mexico border crossing,Kenedy County Sheriff's Office,5,1,0,1,0,0,0,0
2018,November,Northern Africa,Uncategorized,"Off the coast of Aglou, province of Tiznit, Morocco","29.82267777, -10.21048677",Drowning,Western Africa / Atlantic route to the Canary Islands,"Médias24, L'Orient Le Jour, EFE, 2M",3,0,22,22,3,1,0,0
2018,November,Europe,Northern Europe,"Body found underneath a bus at the Eurotunnel terminal in Folkestone, Kent, UK","51.09548781, 1.120740942",Vehicle accident / death linked to hazardous transport,English Channel to the UK,"BBC, Institute of Race Relations",4,1,0,1,0,1,0,0
2018,November,Mediterranean,Uncategorized,"Off the coast of Bodrum, Mugla province, Turkey","36.95735552, 27.40616408",Drowning,Eastern Mediterranean,Turkish Coast Guard via IOM Turkey,5,1,0,1,0,1,0,10
2018,November,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","21.992561, 23.962445",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,0,0,0
2018,November,North America,Northern America,"Ranch on Texas Highway 359, east of Hebbronville, Jim Hogg County, Texas, USA","27.33021052, -98.63074618",Mixed or unknown,US-Mexico border crossing,El Mañana de Nuevo Laredo,1,1,0,1,0,0,0,0
2018,November,Mediterranean,Uncategorized,"Unspecified location between Tangiers, Morocco and Cádiz, Spain","36.20772327, -6.263366759",Drowning,Western Mediterranean,"La Voz de Cádiz, Andalucía Información",3,0,9,9,1,7,0,0
2018,November,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","20.755681, 24.508701",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,November,Northern Africa,Northern Africa,"Sabha, Libya","27.048496, 14.456144",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Northern Africa,Northern Africa,"Zuwara, Libya","32.93631, 12.047306",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,0,0,0
2018,November,North America,Northern America,"All American Canal, Calexico, Imperial County, California, USA","32.67309514, -115.3912517",Mixed or unknown,US-Mexico border crossing,Imperial County Coroner's Office,5,1,0,1,0,1,0,0
